OriginalFeature0,OriginalFeature1,OriginalFeature2,OriginalFeature3,OriginalFeature4,OriginalFeature5,OriginalFeature6,OriginalFeature7,True1,True2,True3,True4,Pred1,Pred2,Pred3,Pred4
37.0,-256.8155488,39.89901873,-169.6964982,360.5404884,129.871571,6745.485134,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,39.89901873,-169.6964982,360.5404884,129.871571,-77.92856808,6667.556566,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,-169.6964982,360.5404884,129.871571,-77.92856808,455.7718449,7123.328411,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,360.5404884,129.871571,-77.92856808,455.7718449,42.02276741,7165.351178,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,129.871571,-77.92856808,455.7718449,42.02276741,111.7913519,7277.14253,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,-77.92856808,455.7718449,42.02276741,111.7913519,202.9554466,7480.097977,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,455.7718449,42.02276741,111.7913519,202.9554466,-53.14455493,7426.953422,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,42.02276741,111.7913519,202.9554466,-53.14455493,-50.05302384,7376.900398,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,111.7913519,202.9554466,-53.14455493,-50.05302384,209.6471388,7586.547537,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,202.9554466,-53.14455493,-50.05302384,209.6471388,251.3396272,7837.887164,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,-53.14455493,-50.05302384,209.6471388,251.3396272,120.8314681,7958.718632,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48.0,-50.05302384,209.6471388,251.3396272,120.8314681,90.71849999,8049.437132,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,209.6471388,251.3396272,120.8314681,90.71849999,97.98438515,8147.421517,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,251.3396272,120.8314681,90.71849999,97.98438515,-34.50736465,8112.914153,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,120.8314681,90.71849999,97.98438515,-34.50736465,121.4423558,8234.356508,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.0,587.5994347,197.4733896,376.8557326,296.1306276,120.7953361,1578.854521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,197.4733896,376.8557326,296.1306276,120.7953361,403.6874501,1982.541971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,376.8557326,296.1306276,120.7953361,403.6874501,270.7154571,2253.257428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,296.1306276,120.7953361,403.6874501,270.7154571,353.949947,2607.207375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,120.7953361,403.6874501,270.7154571,353.949947,172.6711628,2779.878538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,403.6874501,270.7154571,353.949947,172.6711628,201.3361443,2981.214682,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,270.7154571,353.949947,172.6711628,201.3361443,317.0501636,3298.264846,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,353.949947,172.6711628,201.3361443,317.0501636,337.8434601,3636.108306,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,172.6711628,201.3361443,317.0501636,337.8434601,446.2652615,4082.373567,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,201.3361443,317.0501636,337.8434601,446.2652615,232.5110741,4314.884641,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,317.0501636,337.8434601,446.2652615,232.5110741,261.1324589,4576.0171,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,337.8434601,446.2652615,232.5110741,261.1324589,345.1120212,4921.129121,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,446.2652615,232.5110741,261.1324589,345.1120212,273.3366922,5194.465814,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,232.5110741,261.1324589,345.1120212,273.3366922,-53.51301884,5140.952795,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,261.1324589,345.1120212,273.3366922,-53.51301884,106.6368555,5247.58965,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,345.1120212,273.3366922,-53.51301884,106.6368555,243.0389727,5490.628623,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,273.3366922,-53.51301884,106.6368555,243.0389727,339.882546,5830.511169,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,-53.51301884,106.6368555,243.0389727,339.882546,144.5877465,5975.098916,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,106.6368555,243.0389727,339.882546,144.5877465,18.84190739,5993.940823,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,243.0389727,339.882546,144.5877465,18.84190739,-13.65638428,5980.284439,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,339.882546,144.5877465,18.84190739,-13.65638428,-195.9873474,5784.297091,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,144.5877465,18.84190739,-13.65638428,-195.9873474,53.14208057,5837.439172,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,18.84190739,-13.65638428,-195.9873474,53.14208057,9.131710937,5846.570883,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,-13.65638428,-195.9873474,53.14208057,9.131710937,-41.05872879,5805.512154,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,-195.9873474,53.14208057,9.131710937,-41.05872879,113.4056236,5918.917778,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,53.14208057,9.131710937,-41.05872879,113.4056236,-133.8581827,5785.059595,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,9.131710937,-41.05872879,113.4056236,-133.8581827,188.5196816,5973.579276,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,-41.05872879,113.4056236,-133.8581827,188.5196816,-132.9572884,5840.621988,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,113.4056236,-133.8581827,188.5196816,-132.9572884,-57.61797074,5783.004017,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,-133.8581827,188.5196816,-132.9572884,-57.61797074,-764.8565756,5018.147442,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,188.5196816,-132.9572884,-57.61797074,-764.8565756,101.6253337,5119.772775,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,-132.9572884,-57.61797074,-764.8565756,101.6253337,52.84056119,5172.613337,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,-57.61797074,-764.8565756,101.6253337,52.84056119,92.20925521,5264.822592,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,-764.8565756,101.6253337,52.84056119,92.20925521,-213.8857876,5050.936804,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,101.6253337,52.84056119,92.20925521,-213.8857876,-572.2264588,4478.710345,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,52.84056119,92.20925521,-213.8857876,-572.2264588,102.5111933,4581.221539,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,92.20925521,-213.8857876,-572.2264588,102.5111933,279.4739949,4860.695534,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,-213.8857876,-572.2264588,102.5111933,279.4739949,67.2631691,4927.958703,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,-572.2264588,102.5111933,279.4739949,67.2631691,34.73084748,4962.68955,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,102.5111933,279.4739949,67.2631691,34.73084748,-644.8814953,4317.808055,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,279.4739949,67.2631691,34.73084748,-644.8814953,160.0342035,4477.842258,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,67.2631691,34.73084748,-644.8814953,160.0342035,377.5378647,4855.380123,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,34.73084748,-644.8814953,160.0342035,377.5378647,-234.9399492,4620.440174,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,-644.8814953,160.0342035,377.5378647,-234.9399492,321.0834562,4941.52363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,160.0342035,377.5378647,-234.9399492,321.0834562,0.084100969,4941.607731,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,377.5378647,-234.9399492,321.0834562,0.084100969,-270.0508344,4671.556897,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,-234.9399492,321.0834562,0.084100969,-270.0508344,608.7997726,5280.356669,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,197.4733896,376.8557326,296.1306276,120.7953361,548.1049583,2126.959479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,376.8557326,296.1306276,120.7953361,548.1049583,10.46133735,2137.420816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,296.1306276,120.7953361,548.1049583,10.46133735,525.7973409,2663.218157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,120.7953361,548.1049583,10.46133735,525.7973409,107.7823735,2771.000531,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,548.1049583,10.46133735,525.7973409,107.7823735,105.2074163,2876.207947,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,10.46133735,525.7973409,107.7823735,105.2074163,504.2925434,3380.50049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,525.7973409,107.7823735,105.2074163,504.2925434,-64.68527927,3315.815211,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,107.7823735,105.2074163,504.2925434,-64.68527927,536.0049311,3851.820142,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,105.2074163,504.2925434,-64.68527927,536.0049311,51.72248312,3903.542625,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,504.2925434,-64.68527927,536.0049311,51.72248312,133.2637176,4036.806343,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,-64.68527927,536.0049311,51.72248312,133.2637176,304.3511086,4341.157452,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,536.0049311,51.72248312,133.2637176,304.3511086,-305.8064569,4035.350995,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,51.72248312,133.2637176,304.3511086,-305.8064569,546.5589174,4581.909912,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,133.2637176,304.3511086,-305.8064569,546.5589174,-112.3568237,4469.553088,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,304.3511086,-305.8064569,546.5589174,-112.3568237,-77.47638536,4392.076703,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,-305.8064569,546.5589174,-112.3568237,-77.47638536,352.6497351,4744.726438,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,546.5589174,-112.3568237,-77.47638536,352.6497351,142.2208585,4886.947297,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,-112.3568237,-77.47638536,352.6497351,142.2208585,565.7144412,5452.661738,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,-77.47638536,352.6497351,142.2208585,565.7144412,547.0957307,5999.757468,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,352.6497351,142.2208585,565.7144412,547.0957307,-252.1688564,5747.588612,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,142.2208585,565.7144412,547.0957307,-252.1688564,348.8001837,6096.388796,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,565.7144412,547.0957307,-252.1688564,348.8001837,282.4567584,6378.845554,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,547.0957307,-252.1688564,348.8001837,282.4567584,1.350507993,6380.196062,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,-252.1688564,348.8001837,282.4567584,1.350507993,618.6181652,6998.814227,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,348.8001837,282.4567584,1.350507993,618.6181652,-38.26934921,6960.544878,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,282.4567584,1.350507993,618.6181652,-38.26934921,302.5500171,7263.094895,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,1.350507993,618.6181652,-38.26934921,302.5500171,148.9967419,7412.091637,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,618.6181652,-38.26934921,302.5500171,148.9967419,-185.6750425,7226.416595,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,-38.26934921,302.5500171,148.9967419,-185.6750425,420.2606236,7646.677218,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,302.5500171,148.9967419,-185.6750425,420.2606236,159.4222359,7806.099454,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36.0,148.9967419,-185.6750425,420.2606236,159.4222359,551.0497589,8357.149213,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,-185.6750425,420.2606236,159.4222359,551.0497589,-138.5045468,8218.644666,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,420.2606236,159.4222359,551.0497589,-138.5045468,128.2452203,8346.889887,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,159.4222359,551.0497589,-138.5045468,128.2452203,458.7112417,8805.601128,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,551.0497589,-138.5045468,128.2452203,458.7112417,100.6057958,8906.206924,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,-138.5045468,128.2452203,458.7112417,100.6057958,415.3549057,9321.56183,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,128.2452203,458.7112417,100.6057958,415.3549057,229.2772964,9550.839126,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,458.7112417,100.6057958,415.3549057,229.2772964,21.55576572,9572.394892,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,100.6057958,415.3549057,229.2772964,21.55576572,431.487246,10003.88214,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,415.3549057,229.2772964,21.55576572,431.487246,189.5304412,10193.41258,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,229.2772964,21.55576572,431.487246,189.5304412,76.84279948,10270.25538,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,21.55576572,431.487246,189.5304412,76.84279948,324.3621671,10594.61755,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48.0,431.487246,189.5304412,76.84279948,324.3621671,-67.64798774,10526.96956,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,189.5304412,76.84279948,324.3621671,-67.64798774,181.1264793,10708.09604,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,76.84279948,324.3621671,-67.64798774,181.1264793,311.9420786,11020.03812,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,324.3621671,-67.64798774,181.1264793,311.9420786,-6.534550576,11013.50357,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,376.8557326,296.1306276,120.7953361,548.1049583,182.0178556,2308.977335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,296.1306276,120.7953361,548.1049583,182.0178556,63.35463408,2372.331969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,120.7953361,548.1049583,182.0178556,63.35463408,276.4584481,2648.790417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,548.1049583,182.0178556,63.35463408,276.4584481,79.70851891,2728.498936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,182.0178556,63.35463408,276.4584481,79.70851891,449.1840484,3177.682984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,63.35463408,276.4584481,79.70851891,449.1840484,104.4542646,3282.137249,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,276.4584481,79.70851891,449.1840484,104.4542646,718.268853,4000.406102,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,79.70851891,449.1840484,104.4542646,718.268853,206.5356754,4206.941777,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,449.1840484,104.4542646,718.268853,206.5356754,42.9610586,4249.902836,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,104.4542646,718.268853,206.5356754,42.9610586,389.4231299,4639.325966,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,718.268853,206.5356754,42.9610586,389.4231299,306.9274298,4946.253396,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,206.5356754,42.9610586,389.4231299,306.9274298,413.189746,5359.443142,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,42.9610586,389.4231299,306.9274298,413.189746,586.7942338,5946.237375,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,389.4231299,306.9274298,413.189746,586.7942338,-96.83212653,5849.405249,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,306.9274298,413.189746,586.7942338,-96.83212653,-316.4964209,5532.908828,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,413.189746,586.7942338,-96.83212653,-316.4964209,317.1043775,5850.013205,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,586.7942338,-96.83212653,-316.4964209,317.1043775,202.6486827,6052.661888,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,-96.83212653,-316.4964209,317.1043775,202.6486827,454.9585941,6507.620482,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,-316.4964209,317.1043775,202.6486827,454.9585941,163.3314572,6670.951939,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,317.1043775,202.6486827,454.9585941,163.3314572,-363.5399951,6307.411944,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,202.6486827,454.9585941,163.3314572,-363.5399951,195.4481057,6502.86005,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,454.9585941,163.3314572,-363.5399951,195.4481057,-60.44450955,6442.415541,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,163.3314572,-363.5399951,195.4481057,-60.44450955,-70.0347747,6372.380766,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,-363.5399951,195.4481057,-60.44450955,-70.0347747,-25.37702587,6347.00374,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,195.4481057,-60.44450955,-70.0347747,-25.37702587,-128.5649894,6218.438751,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,-60.44450955,-70.0347747,-25.37702587,-128.5649894,-149.5050914,6068.933659,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,-70.0347747,-25.37702587,-128.5649894,-149.5050914,293.0212973,6361.954956,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,-25.37702587,-128.5649894,-149.5050914,293.0212973,-340.9816524,6020.973304,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,-128.5649894,-149.5050914,293.0212973,-340.9816524,-517.4733474,5503.499957,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.0,-149.5050914,293.0212973,-340.9816524,-517.4733474,-209.840268,5293.659689,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,293.0212973,-340.9816524,-517.4733474,-209.840268,183.71105,5477.370739,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,-340.9816524,-517.4733474,-209.840268,183.71105,154.9582907,5632.329029,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,-517.4733474,-209.840268,183.71105,154.9582907,-132.2634669,5500.065562,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,-209.840268,183.71105,154.9582907,-132.2634669,-390.6945529,5109.37101,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,183.71105,154.9582907,-132.2634669,-390.6945529,8.303080224,5117.67409,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,154.9582907,-132.2634669,-390.6945529,8.303080224,181.1612074,5298.835297,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,-132.2634669,-390.6945529,8.303080224,181.1612074,119.3539324,5418.18923,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,-390.6945529,8.303080224,181.1612074,119.3539324,14.89887685,5433.088106,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,8.303080224,181.1612074,119.3539324,14.89887685,-167.903133,5265.184973,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,181.1612074,119.3539324,14.89887685,-167.903133,183.5601144,5448.745088,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,119.3539324,14.89887685,-167.903133,183.5601144,-70.01365387,5378.731434,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,14.89887685,-167.903133,183.5601144,-70.01365387,139.6119494,5518.343383,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,-167.903133,183.5601144,-70.01365387,139.6119494,210.2871827,5728.630566,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,183.5601144,-70.01365387,139.6119494,210.2871827,-68.56581156,5660.064755,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,-70.01365387,139.6119494,210.2871827,-68.56581156,558.6599337,6218.724688,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,296.1306276,120.7953361,548.1049583,182.0178556,358.6106663,2667.588001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,120.7953361,548.1049583,182.0178556,358.6106663,236.1560229,2903.744024,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,548.1049583,182.0178556,358.6106663,236.1560229,114.7785743,3018.522598,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,182.0178556,358.6106663,236.1560229,114.7785743,426.5762059,3445.098804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,358.6106663,236.1560229,114.7785743,426.5762059,256.6735744,3701.772378,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,236.1560229,114.7785743,426.5762059,256.6735744,-1.457584357,3700.314794,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,114.7785743,426.5762059,256.6735744,-1.457584357,299.9941834,4000.308978,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,426.5762059,256.6735744,-1.457584357,299.9941834,67.67921269,4067.98819,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,256.6735744,-1.457584357,299.9941834,67.67921269,409.6945416,4477.682732,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,-1.457584357,299.9941834,67.67921269,409.6945416,100.0736901,4577.756422,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,299.9941834,67.67921269,409.6945416,100.0736901,204.8892676,4782.645689,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,67.67921269,409.6945416,100.0736901,204.8892676,601.8459695,5384.491659,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,409.6945416,100.0736901,204.8892676,601.8459695,92.24340248,5476.735062,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,100.0736901,204.8892676,601.8459695,92.24340248,-128.9122497,5347.822812,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,204.8892676,601.8459695,92.24340248,-128.9122497,153.3560004,5501.178812,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,601.8459695,92.24340248,-128.9122497,153.3560004,-33.53879685,5467.640015,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,92.24340248,-128.9122497,153.3560004,-33.53879685,405.6384412,5873.278457,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,-128.9122497,153.3560004,-33.53879685,405.6384412,399.2067806,6272.485237,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,153.3560004,-33.53879685,405.6384412,399.2067806,153.6943795,6426.179617,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,-33.53879685,405.6384412,399.2067806,153.6943795,87.3045813,6513.484198,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,405.6384412,399.2067806,153.6943795,87.3045813,17.48027717,6530.964475,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,399.2067806,153.6943795,87.3045813,17.48027717,422.7798533,6953.744328,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,153.6943795,87.3045813,17.48027717,422.7798533,190.4992072,7144.243536,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,87.3045813,17.48027717,422.7798533,190.4992072,-149.4912543,6994.752281,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,17.48027717,422.7798533,190.4992072,-149.4912543,109.3437376,7104.096019,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,422.7798533,190.4992072,-149.4912543,109.3437376,164.3491991,7268.445218,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,190.4992072,-149.4912543,109.3437376,164.3491991,438.5916861,7707.036904,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
